,position_start,position_end,profit_return_lim,loss_return_lim,touch_time,label
119,2010-01-20 20:07:40,2010-01-21 20:07:58,0.006732696133677567,-0.006732696133677567,2010-01-21 15:30:25,-1
120,2010-01-20 20:33:35,2010-01-21 20:37:41,0.005927536748740516,-0.005927536748740516,2010-01-21 15:30:25,-1
121,2010-01-20 22:03:53,2010-01-21 22:04:38,0.005441013527763605,-0.005441013527763605,2010-01-21 04:49:02,-1
122,2010-01-21 00:49:46,2010-01-22 00:51:46,0.00433334359645292,-0.00433334359645292,2010-01-21 04:45:42,-1
123,2010-01-21 01:39:40,2010-01-22 01:41:36,0.00323471750442911,-0.00323471750442911,2010-01-21 04:49:01,-1
124,2010-01-21 02:30:55,2010-01-22 02:31:05,0.0011400258800939526,-0.0011400258800939526,2010-01-21 02:38:32,-1
125,2010-01-21 02:41:22,2010-01-22 02:44:00,0.0010688664538150107,-0.0010688664538150107,2010-01-21 03:30:00,-1
126,2010-01-21 04:27:00,2010-01-22 04:32:36,0.0006029059415148203,-0.0006029059415148203,2010-01-21 04:43:23,-1
127,2010-01-21 04:49:02,2010-01-22 04:50:06,0.0010799112301390203,-0.0010799112301390203,2010-01-21 05:04:30,1
128,2010-01-21 05:04:32,2010-01-22 05:05:26,0.0013057543192287783,-0.0013057543192287783,2010-01-21 05:18:08,-1
129,2010-01-21 05:53:18,2010-01-22 05:54:00,0.0011488367033350118,-0.0011488367033350118,2010-01-21 06:00:16,1
130,2010-01-21 06:02:21,2010-01-22 06:02:30,0.0018860651109620262,-0.0018860651109620262,2010-01-21 07:01:27,1
131,2010-01-21 06:41:28,2010-01-22 06:42:04,0.0022719694069481323,-0.0022719694069481323,2010-01-21 07:04:14,-1
132,2010-01-21 07:00:09,2010-01-22 07:00:25,0.0019993646233838615,-0.0019993646233838615,2010-01-21 07:03:58,-1
133,2010-01-21 07:03:58,2010-01-22 07:05:01,0.001609679837805407,-0.001609679837805407,2010-01-21 07:31:37,-1
134,2010-01-21 07:31:34,2010-01-22 07:32:21,0.0016205291284457507,-0.0016205291284457507,2010-01-21 07:37:27,-1
135,2010-01-21 07:38:15,2010-01-22 07:41:25,0.0016313345648376195,-0.0016313345648376195,2010-01-21 07:42:19,1
136,2010-01-21 07:42:19,2010-01-22 07:42:52,0.0015761515159088521,-0.0015761515159088521,2010-01-21 15:30:25,-1
137,2010-01-21 08:11:55,2010-01-22 08:12:16,0.0015644567116219134,-0.0015644567116219134,2010-01-21 15:30:25,-1
138,2010-01-21 15:30:25,2010-01-24 17:00:00,0.0033189999927690952,-0.0033189999927690952,2010-01-22 00:35:04,1
139,2010-01-21 18:51:38,2010-01-24 17:00:00,0.007421695080702453,-0.007421695080702453,2010-01-24 17:00:00,-1
140,2010-01-21 20:07:58,2010-01-24 17:00:00,0.005621288171187103,-0.005621288171187103,2010-01-22 05:50:34,-1
141,2010-01-21 21:23:26,2010-01-24 17:00:00,0.004737477838665899,-0.004737477838665899,2010-01-22 02:22:22,1
142,2010-01-21 22:58:56,2010-01-24 17:00:00,0.004025053010020969,-0.004025053010020969,2010-01-22 05:47:50,-1
143,2010-01-22 00:35:04,2010-01-24 17:00:00,0.001822004394785215,-0.001822004394785215,2010-01-22 02:22:22,1
144,2010-01-22 02:20:10,2010-01-24 17:00:00,0.0017112786297934673,-0.0017112786297934673,2010-01-22 04:26:06,-1
145,2010-01-22 03:46:55,2010-01-24 17:00:00,0.001531382881371902,-0.001531382881371902,2010-01-22 04:55:30,-1
146,2010-01-22 04:26:06,2010-01-24 17:00:00,0.0013201240632321107,-0.0013201240632321107,2010-01-22 05:26:19,-1
147,2010-01-22 04:55:30,2010-01-24 17:00:00,0.00116523415276465,-0.00116523415276465,2010-01-22 05:06:26,1
148,2010-01-22 05:26:55,2010-01-24 17:00:00,0.0010860018479261027,-0.0010860018479261027,2010-01-22 05:30:05,1
149,2010-01-22 05:38:59,2010-01-24 17:00:00,0.0010547862993359443,-0.0010547862993359443,2010-01-22 05:46:33,-1
150,2010-01-22 05:47:20,2010-01-24 17:00:00,0.0015356855668336323,-0.0015356855668336323,2010-01-22 05:50:25,-1
151,2010-01-22 05:50:28,2010-01-24 17:00:00,0.002111893762581882,-0.002111893762581882,2010-01-22 06:17:57,1
152,2010-01-22 05:56:36,2010-01-24 17:00:00,0.00239829910628434,-0.00239829910628434,2010-01-22 06:32:44,1
153,2010-01-22 06:16:39,2010-01-24 17:00:00,0.0016371645364616043,-0.0016371645364616043,2010-01-22 07:32:21,1
154,2010-01-22 06:46:39,2010-01-24 17:00:00,0.0012141859387006548,-0.0012141859387006548,2010-01-22 06:55:52,1
155,2010-01-22 06:56:55,2010-01-24 17:00:00,0.0011759611320031594,-0.0011759611320031594,2010-01-22 07:09:00,-1
156,2010-01-22 07:09:44,2010-01-24 17:00:00,0.001364961511030563,-0.001364961511030563,2010-01-22 07:24:48,1
157,2010-01-22 07:31:16,2010-01-24 17:00:00,0.0012670992086185357,-0.0012670992086185357,2010-01-22 07:54:10,-1
158,2010-01-22 07:54:10,2010-01-24 17:00:00,0.0019230880909480192,-0.0019230880909480192,2010-01-24 17:00:00,-1
159,2010-01-24 17:00:00,2010-01-25 17:00:56,0.0019565543532691063,-0.0019565543532691063,2010-01-24 17:02:39,1
160,2010-01-24 17:02:39,2010-01-25 17:09:19,0.0028782336003674957,-0.0028782336003674957,2010-01-25 01:53:23,1
161,2010-01-24 18:34:57,2010-01-25 18:39:44,0.005799652293952644,-0.005799652293952644,2010-01-25 15:55:02,-1
162,2010-01-25 01:47:29,2010-01-26 01:50:37,0.0019762522948415778,-0.0019762522948415778,2010-01-25 02:44:16,1
163,2010-01-25 02:42:33,2010-01-26 02:44:45,0.0010096826731506505,-0.0010096826731506505,2010-01-25 02:57:47,1
164,2010-01-25 04:07:48,2010-01-26 04:09:27,0.0005689090103560417,-0.0005689090103560417,2010-01-25 04:21:33,-1
165,2010-01-25 05:22:41,2010-01-26 05:24:03,0.0007103144546256588,-0.0007103144546256588,2010-01-25 05:26:14,1
166,2010-01-25 05:51:13,2010-01-26 05:51:15,0.0006811894745907489,-0.0006811894745907489,2010-01-25 05:56:52,1
167,2010-01-25 06:42:30,2010-01-26 06:42:30,0.0010557221712713004,-0.0010557221712713004,2010-01-25 06:46:55,-1
168,2010-01-25 07:18:09,2010-01-26 07:19:13,0.0012328357354992152,-0.0012328357354992152,2010-01-25 07:46:08,-1
169,2010-01-25 07:46:08,2010-01-26 07:48:23,0.0011044607100941049,-0.0011044607100941049,2010-01-25 08:09:50,1
170,2010-01-25 08:11:17,2010-01-26 08:12:21,0.0010325846559490575,-0.0010325846559490575,2010-01-25 15:30:00,-1
171,2010-01-25 15:30:00,2010-01-26 15:30:00,0.0011984480534992599,-0.0011984480534992599,2010-01-25 15:45:18,-1
172,2010-01-25 15:45:18,2010-01-26 15:50:50,0.0018595462246146332,-0.0018595462246146332,2010-01-25 18:39:44,1
173,2010-01-25 15:58:16,2010-01-26 15:58:27,0.0031627424842987466,-0.0031627424842987466,2010-01-25 21:07:00,-1
174,2010-01-25 18:56:42,2010-01-26 19:00:18,0.004395636813520149,-0.004395636813520149,2010-01-25 21:07:00,-1
175,2010-01-25 20:15:50,2010-01-26 20:19:48,0.0047288827536900386,-0.0047288827536900386,2010-01-25 21:18:09,-1
176,2010-01-25 20:30:41,2010-01-26 20:32:49,0.004468729607890069,-0.004468729607890069,2010-01-25 21:33:13,-1
177,2010-01-25 21:07:00,2010-01-26 21:14:24,0.0041305147153292785,-0.0041305147153292785,2010-01-25 21:34:41,-1
178,2010-01-25 21:18:09,2010-01-26 21:18:46,0.003944419430011642,-0.003944419430011642,2010-01-25 22:42:13,-1
179,2010-01-25 21:34:40,2010-01-26 21:38:14,0.0038282839927533227,-0.0038282839927533227,2010-01-26 06:33:53,1
180,2010-01-25 22:41:59,2010-01-26 23:05:16,0.003697164230883909,-0.003697164230883909,2010-01-26 02:13:05,1
181,2010-01-25 23:19:21,2010-01-26 23:30:50,0.003806093534532109,-0.003806093534532109,2010-01-26 03:22:11,1
182,2010-01-26 00:40:23,2010-01-27 00:45:26,0.0035559913556576037,-0.0035559913556576037,2010-01-26 02:07:15,1
183,2010-01-26 01:21:22,2010-01-27 01:23:17,0.0031373947732344725,-0.0031373947732344725,2010-01-26 03:23:15,1
184,2010-01-26 01:44:44,2010-01-27 01:45:06,0.002645898842508059,-0.002645898842508059,2010-01-26 03:23:15,1
185,2010-01-26 02:07:15,2010-01-27 02:08:18,0.002139991116569801,-0.002139991116569801,2010-01-26 04:11:17,-1
186,2010-01-26 02:30:20,2010-01-27 02:30:29,0.0017396069509207314,-0.0017396069509207314,2010-01-26 03:20:23,1
187,2010-01-26 03:18:44,2010-01-27 03:19:03,0.0012967510718373979,-0.0012967510718373979,2010-01-26 03:51:17,-1
188,2010-01-26 03:50:11,2010-01-27 03:50:58,0.0009452289307239791,-0.0009452289307239791,2010-01-26 04:05:01,-1
189,2010-01-26 04:11:16,2010-01-27 04:12:36,0.001280055918197489,-0.001280055918197489,2010-01-26 04:44:02,1
190,2010-01-26 04:45:31,2010-01-27 04:45:36,0.0017729228530158885,-0.0017729228530158885,2010-01-26 06:24:43,1
191,2010-01-26 06:17:16,2010-01-27 06:17:22,0.0016360702134907044,-0.0016360702134907044,2010-01-26 06:33:53,1
192,2010-01-26 06:31:25,2010-01-27 06:31:51,0.0014431956469960212,-0.0014431956469960212,2010-01-26 06:49:08,1
193,2010-01-26 06:52:09,2010-01-27 06:53:47,0.0024608249566410467,-0.0024608249566410467,2010-01-26 08:04:34,-1
194,2010-01-26 07:06:45,2010-01-27 07:07:07,0.0021443067792394957,-0.0021443067792394957,2010-01-26 07:24:14,-1
195,2010-01-26 07:24:11,2010-01-27 07:25:03,0.0017865258638632099,-0.0017865258638632099,2010-01-26 08:06:13,-1
196,2010-01-26 08:04:34,2010-01-27 08:04:43,0.0012808586302905118,-0.0012808586302905118,2010-01-26 16:06:03,1
197,2010-01-26 16:06:03,2010-01-27 16:06:20,0.002296164216931712,-0.002296164216931712,2010-01-27 01:13:43,-1
198,2010-01-26 17:11:52,2010-01-27 17:15:55,0.0033127583242686244,-0.0033127583242686244,2010-01-27 00:45:26,-1
199,2010-01-26 18:08:03,2010-01-27 18:11:58,0.003368175914995036,-0.003368175914995036,2010-01-27 01:21:07,-1
200,2010-01-26 18:34:51,2010-01-27 18:35:43,0.002782367820058381,-0.002782367820058381,2010-01-27 01:13:43,-1
201,2010-01-26 19:10:42,2010-01-27 19:24:47,0.002563791158245271,-0.002563791158245271,2010-01-27 01:15:04,-1
202,2010-01-26 19:30:48,2010-01-27 19:31:26,0.0024643534736609246,-0.0024643534736609246,2010-01-27 00:45:26,-1
203,2010-01-26 20:19:48,2010-01-27 20:20:11,0.0024117570419961484,-0.0024117570419961484,2010-01-27 01:13:43,-1
204,2010-01-26 22:13:43,2010-01-27 22:17:11,0.004117468676995282,-0.004117468676995282,2010-01-27 02:20:21,-1
205,2010-01-27 01:00:09,2010-01-28 01:00:11,0.004711743165394564,-0.004711743165394564,2010-01-27 15:30:04,1
206,2010-01-27 01:21:07,2010-01-28 01:27:23,0.00441226985819925,-0.00441226985819925,2010-01-27 05:41:53,1
207,2010-01-27 02:00:57,2010-01-28 02:01:04,0.003220919670205755,-0.003220919670205755,2010-01-27 02:21:09,-1
208,2010-01-27 02:03:34,2010-01-28 02:03:38,0.0030447476546388397,-0.0030447476546388397,2010-01-27 05:27:36,1
209,2010-01-27 02:20:21,2010-01-28 02:20:51,0.002784326865792288,-0.002784326865792288,2010-01-27 04:20:55,1
210,2010-01-27 03:22:49,2010-01-28 03:22:56,0.001990144080589983,-0.001990144080589983,2010-01-27 04:21:36,1
211,2010-01-27 03:53:56,2010-01-28 04:00:10,0.0010057832785222794,-0.0010057832785222794,2010-01-27 03:57:26,1
212,2010-01-27 04:05:20,2010-01-28 04:08:27,0.0011026215066472665,-0.0011026215066472665,2010-01-27 04:20:55,1
213,2010-01-27 04:21:38,2010-01-28 04:22:36,0.0019517832364279184,-0.0019517832364279184,2010-01-27 05:42:05,1
214,2010-01-27 05:14:29,2010-01-28 05:14:45,0.0017185296365238986,-0.0017185296365238986,2010-01-27 06:22:17,1
215,2010-01-27 06:21:46,2010-01-28 06:22:01,0.0013934631793931062,-0.0013934631793931062,2010-01-27 06:36:25,-1
216,2010-01-27 06:36:51,2010-01-28 06:37:17,0.0013640274752447792,-0.0013640274752447792,2010-01-27 08:01:04,-1
217,2010-01-27 08:01:04,2010-01-28 08:01:05,0.0015243965949731807,-0.0015243965949731807,2010-01-27 08:06:14,-1
